Percentage,Error
1.00000000000000000000000000000000000000000000000000,0.00021106717968693406405067403142084003775380551815
5.00000000000000000000000000000000000000000000000000,0.00108011788609464818959604581749545104685239493847
10.00000000000000000000000000000000000000000000000000,0.00219864425417837846404855994819627085234969854355
15.00000000000000000000000000000000000000000000000000,0.00332425834723856826816157372661564295412972569466
25.00000000000000000000000000000000000000000000000000,0.00567259144403732106648474697863093751948326826096
40.00000000000000000000000000000000000000000000000000,0.00949148053300888361327736220118822529911994934082
50.00000000000000000000000000000000000000000000000000,0.01229120672033725235328116554001098847948014736176
60.00000000000000000000000000000000000000000000000000,0.01540261068181945740274141343206792953424155712128
75.00000000000000000000000000000000000000000000000000,0.02103352338490349984767568969346029916778206825256
85.00000000000000000000000000000000000000000000000000,0.02628275103850772134728153162086528027430176734924
90.00000000000000000000000000000000000000000000000000,0.03040659194919066721229938821124960668385028839111
95.00000000000000000000000000000000000000000000000000,0.03826496685660217556002038463702774606645107269287
99.00000000000000000000000000000000000000000000000000,0.06359787140147640793763628153101308271288871765137
